nombre-activo,nombre-marca,presentacion,registro-sanitario
GLIBENCLAMIDA,GLIBENCLAMIDA,5 mg TABLETAS,E.F.G.36.810
GLIBENCLAMIDA,GLIBENCLAMIDA,5 mg COMPRIMIDOS,E.F.G.36.353
GLIBENCLAMIDA,GLIBENCLAMIDA,5 mg TABLETAS,E.F.G.34.565
GLIBENCLAMIDA,GLIBENCLAMIDA,5 mg TABLETAS,E.F.G.34.267
GLIBENCLAMIDA,GLIBENCLAMIDA,5 mg COMPRIMIDOS,E.F.G.33.501
GLIBENCLAMIDA,GLIBENCLAMIDA,5 mg TABLETAS,E.F.G.30.867
GLIBENCLAMIDA,GLIBENCLAMIDA,5 mg TABLETAS,E.F.G.26.275
GLIBENCLAMIDA,GLUCINEX,5 mg TABLETAS,E.F.40.138
GLIBENCLAMIDA,GLIBENIL,5 mg TABLETAS,E.F.35.166
GLIBENCLAMIDA,DAONIL,5 mg COMPRIMIDOS,E.F.16.267
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,METFORMINA,500 mg-GLIBENCLAMIDA 5 mg TABLETAS RECUBIERTAS,E.F.G.39.843
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,METFORMINA-GLIBENCLAMIDA,500 mg - 2.5 mg TABLETAS RECUBIERTAS,E.F.G.39.420
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,METFORMINA CLORHIDRATO-GLIBENCLAMIDA,500 mg - 5 mg COMPRIMIDOS RECUBIERTO,E.F.G.39.333
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,METFORMINA CLOR-GLIBENCLAMIDA,500 mg - 2.5 mg COMP RECUBIERTOS,E.F.G.39.213
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,METFORMINA CLORHIDRATO-GLIBENCLAMIDA,500 mg - 2.5 mg TABLETAS,E.F.G.35.916
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,GLICAZET,500 mg / 2.5 mg TABLETAS RECUBIERTAS,E.F.40.455
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,GLICAZET,500 mg / 5 mg TABLETAS RECUBIERTAS,E.F.40.365
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,GLIMETVIN,500 mg - 5 mg TABLETAS,E.F.40.226
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,GLUCOVANCE,1000 mg - 5 mg TABLETAS RECUBIERTAS,E.F.39.519
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,MEGLIPEN,500 mg - 2.5 mg COMPRIMIDOS RECUBIERTOS,E.F.39.351
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,GLUCENORM,250 mg - 2.5 mg TABLETAS,E.F.38.946
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,GLIFIL M FORTE,500 mg - 5 mg TABLETAS,E.F.38.417
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,SULFOMED,500 mg - 2.5 mg TABLETAS RECUBIERTAS,E.F.36.948
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,SULFOMED,500 mg - 5 mg TABLETAS RECUBIERTAS,E.F.36.916
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,BIOFIT,500 mg - 5 mg COMPRIMIDOS RECUBIERTOS,E.F.36.673
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,BIOFIT,500 mg - 2.5 mg COMPRIMIDOS RECUBIERTOS,E.F.36.644
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,GLUCOVANCE,500 mg - 5 mg TABLETAS RECUBIERTAS,E.F.34.724
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,GLUCOVANCE,250 mg - 1.25 mg TABLETAS RECUBIERTAS,E.F.34.532
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,DIAFORMINA PLUS,5 mg - 500 mg COMPRIMIDOS RECUBIERTOS,E.F.34.208
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,DIAFORMINA PLUS,2.5 mg - 500 mg COMPRIMIDOS RECUBIERTOS,E.F.34.053
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,BI-EUGLUCON M,500 mg - 5 mg TABLETAS RECUBIERTAS,E.F.32.045
GLIBENCLAMIDA-METFORMINA CLORHIDRATO,GLUCOVANCE,500 mg - 2.5 mg TABLETAS,E.F.31.320
GLICERINA,GLICERINA,2.88 g SUPOSITORIOS,E.F.G.33.713
GLICERINA,GLICERINA,1.68 g SUPOSITORIOS,E.F.G.33.712
GLICERINA,GLICERINA,1.65 g SUPOSITORIOS PARA NIÑOS,E.F.G.33.318
GLICERINA,GLICERINA,1.72 g SUPOSITORIOS PARA INFANTES,E.F.G.32.892
GLICERINA,GLICERINA,2.82 g SUPOSITORIOS ADULTOS,E.F.G.32.891
GLICERINA,FLEET BABYLAX,SOLUCION ENEMA,E.F.32.027
GLICERINA,SUPOSITORIOS DE GLICERINA,PEDIATRICO,E.F.25.955
GLICERINA-POLISORBATO,ENDURA,1 %-1 % EMULSION OFTALMICA,E.F.38.945
GLICINA,GLICINA AL,1.5 % SOLUCION UROLOGICA PARA IRRIGACION,E.F.G.41.678
GLICINA,GLICINA AL,1.5 % SOLUCION UROLOGICA PARA IRRIGACION,E.F.G.36.555
GLICINA,GLICINA AL,1.5 % SOLUCION UROLOGICA PARA IRRIGACION,E.F.24.503
GLICLAZIDA,GLICLAZIDA,30 mg COMPRIMIDOS LIBERACION MODIFICADA,E.F.G.38.791
GLICLAZIDA,GLICLAZIDA,80 mg COMPRIMIDOS,E.F.G.37.966
GLICLAZIDA,GLICLAZIDA,80 mg COMPRIMIDOS,E.F.G.36.490
GLICLAZIDA,GLICLAZIDA,80 mg TABLETAS,E.F.G.32.507
GLICLAZIDA,AUROGLIC,80 mg TABLETAS,E.F.40.953
GLICLAZIDA,DIAMICRON MR,60 mg COMPRIMIDOS DE LIBERACION MODIFICADA,E.F.38.765
GLICLAZIDA,GLISUL,80 mg TABLETAS,E.F.38.653
GLICLAZIDA,DIACOR MR,30 mg TABLETAS DE LIBERACIÓN MODIFICADA,E.F.37.486
GLICLAZIDA,GLINORM,80 mg TABLETAS,E.F.35.990
GLICLAZIDA,GLIZ,80 mg TABLETAS,E.F.35.681
GLICLAZIDA,DIAMICRON MR,30 mg COMPRIMIDOS DE LIBERACION MODIFICADA,E.F.31.381
GLICLAZIDA,RECLIDE,80 mg TABLETAS,E.F.30.698
GLICLAZIDA,GLIDAN,80 mg TABLETAS,E.F.27.630
GLIMEPIRIDA,GLIMEPIRIDA,4 mg TABLETAS,E.F.G.37.789
GLIMEPIRIDA,GLIMEPIRIDA,4 mg TABLETAS,E.F.G.36.661
GLIMEPIRIDA,GLIMEPIRIDA,4 mg COMPRIMIDOS,E.F.G.36.207
GLIMEPIRIDA,GLIMEPIRIDA,2 mg TABLETAS,E.F.G.35.135
GLIMEPIRIDA,GLIMEPIRIDA,2 mg TABLETA,E.F.G.33.910
GLIMEPIRIDA,GLIMEPIRIDA,4 mg TABLETAS,E.F.G.33.735
GLIMEPIRIDA,GLIMEPIRIDE,4 mg TABLETAS,E.F.G.32.878
GLIMEPIRIDA,GLIMEPIRIDE,2 mg TABLETAS,E.F.G.32.774
GLIMEPIRIDA,GLIMEPIRIDA,2 mg COMPRIMIDOS,E.F.G.32.187
GLIMEPIRIDA,MILEKLINE,4 mg TABLETAS,E.F.39.826
GLIMEPIRIDA,MILEKLINE,2 mg TABLETAS,E.F.39.825
GLIMEPIRIDA,PEGLIRIDA,4 mg TABLETAS,E.F.39.656
GLIMEPIRIDA,PEGLIRIDA,2 mg TABLETAS,E.F.39.655
GLIMEPIRIDA,DIABEPIRYL,2 mg TABLETAS,E.F.39.474
GLIMEPIRIDA,BIOGLIDE,2 mg TABLETAS,E.F.38.334
GLIMEPIRIDA,GLIMCIP,2 mg TABLETAS,E.F.38.142
GLIMEPIRIDA,GLYMAR,4 mg TABLETAS.,E.F.37.715
GLIMEPIRIDA,GLIPERIM,2 mg TABLETAS,E.F.37.592
GLIMEPIRIDA,GLYREE,4 mg TABLETAS,E.F.37.549
GLIMEPIRIDA,GLYREE,2 mg TABLETAS,E.F.37.541
GLIMEPIRIDA,GLIMY,2 mg TABLETAS,E.F.37.322
GLIMEPIRIDA,GLYMY,4 mg TABLETAS,E.F.37.168
GLIMEPIRIDA,GLYPRIDE,2 mg TABLETAS,E.F.37.038
GLIMEPIRIDA,GLIMEPIR,4 mg TABLETAS,E.F.36.546
GLIMEPIRIDA,GLIMEPIR,2 mg TABLETAS,E.F.36.545
GLIMEPIRIDA,GLYBANDYL,4 mg TABLETAS,E.F.35.772
GLIMEPIRIDA,GLYMAR,2 mg TABLETAS,E.F.35.669
GLIMEPIRIDA,GLIPEVAL,4 mg TABLETAS,E.F.35.491
GLIMEPIRIDA,GLIPEVAL,2 mg TABLETAS,E.F.35.405
GLIMEPIRIDA,GLYBANDYL,2 mg TABLETAS,E.F.34.589
GLIMEPIRIDA,GLIMERID,4 mg TABLETAS,E.F.32.773
GLIMEPIRIDA,AMARYL,4 mg COMPRIMIDOS,E.F.29.376
GLIMEPIRIDA-METFORMINA,DIAMENIL PLUS,1000 mg - 2 mg TABLETAS RECUBIERTAS,E.F.41.432
GLIMEPIRIDA-METFORMINA,BIOGLIMET LP,2 mg - 1000 mg TABLETAS DE LIBERACION PROLONGADA,E.F.41.151
GLIMEPIRIDA-METFORMINA,BIOGLIMET LP,1 mg - 500 mg TABLETAS DE LIBERACIÓN PROLONGADA,E.F.40.838
GLIMEPIRIDA-METFORMINA,DIMAVYL-MET,2 mg - 1000 mg COMPRIMIDOS RECUBIERTOS,E.F.40.098
GLIMEPIRIDA-METFORMINA,MEGLIPEN,500 mg - 5 mg COMPRIMIDOS RECUBIERTOS,E.F.39.976
GLIMEPIRIDA-METFORMINA,DIAFORMINA COMPUESTA,850 mg - 2 mg COMPRIMIDOS RECUBIERTOS,E.F.38.763
GLIMEPIRIDA-METFORMINA,DIAFORMINA COMPUESTA,850 mg - 4 mg COMPRIMIDOS RECUBIERTOS,E.F.38.761
GLIMEPIRIDA-METFORMINA,DIMAVYL MET,2 mg - 500 mg COMPRIMIDOS RECUBIERTOS,E.F.38.426
GLIMEPIRIDA-METFORMINA,AMARYL M,2 mg - 1000 mg COMPRIMIDOS RECUBIERTOS,E.F.37.684
GLIMEPIRIDA-METFORMINA,AMARYL M,1 mg - 500 mg COMPRIMIDOS RECUBIERTOS,E.F.37.683
GLIMEPIRIDA-METFORMINA,AMARYL M,2 mg - 500 mg COMPRIMIDOS RECUBIERTOS,E.F.37.314
GLIMEPIRIDE,GLIMERID,2 mg TABLETAS,E.F.32.727
GLUCONATO DE CALCIO,GLUCONATO DE CALCIO,10 % SOLUCION INYECTABLE,E.F.G.40.109
GLUCONATO DE CALCIO,GLUCONATO DE CALCIO AL,10 % SOLUCION INYECTABLE,E.F.G.32.556
GLUCONATO FERROSO,GLUCONATO FERROSO,2.666 % JARABE,E.F.G.38.056
GLUCONATO FERROSO,SALFER,JARABE,E.F.19.954
GLUCONATO FERROSO 200 MG JBE ORAL,GLUCONATO FERROSO (50 mg /,15 mL DE HIERRO ELEMENTAL) SOLUCIÓN ORAL,E.F.G.37.958
GLUCOSA,GLUCOSA,50 % SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA,E.F.G.39.908
GLUCOSA,GLUCOSA,10 % p/v SOLUCION PARA INFUSION INTRAVENOSA,E.F.G.39.712
GLUCOSA,DEXTROSA AL,5 % SOLUCION INYECTABLE,E.F.G.37.090
GLUCOSA,SOLUCION GLUCOSADA AL,5 % INYECTABLE,E.F.28.543
GLUCOSIDOS OXIMETIL ANTRAQUINONICOS,PINVEX,5 g - 1 g / 100 mL SOLUCION,E.F.21.271
GLUTAMINA,GLUTANIL AL,20 % SOLUCION PARA INFUSION,E.F.41.500
GOSERELINA,ZOLADEX,3.6 mg IMPLANTE DE LIBERACION SOSTENIDA INYECTABLE,E.F.29.581
GOSERELINA,ZOLADEX,10.8 mg IMPLANTE DE LIBERACION SOSTENIDA,E.F.29.580
GRANISETRON,GRANISET,1 mg/ml SOLUCION INYECTABLE,E.F.39.615
GRANISETRON,GRASETON,1 mg COMPRIMIDOS RECUBIERTOS,E.F.39.024
GRANISETRON,GRASETRON,1 mg / mL SOLUCIÓN INYECTABLE,E.F.38.139
GRANISETRON,GRANICIP,3 mg/ 3 ml SOLUCIÓN INYECTABLE,E.F.34.363
GRANISETRON,GRANICIP,1 mg TABLETAS RECUBIERTAS,E.F.34.100
GUAIFENESINA,MUCINEX,600 mg TABLETAS DE LIBERACION PROLONGADA,E.F.40.487
GUAIFENESINA,GUAY-TUSIN,100 mg/5 ml SOLUCION,E.F.40.399
GUAIFENESINA,ACETOBEN,100 mg/5 ml JARABE REFORMULADO,E.F.38.961
GUAIFENESINA,NOVACODIN,100 mg/5 ml JARABE,E.F.38.697
GUAIFENESINA,NOVACODIN,50 mg/ 5 mL SOLUCIÓN ORAL,E.F.37.950
GUAIFENESINA,VICK MIEL,80 mg / 5 ml JARABE,E.F.35.618
GUAIFENESINA,VICK,1.33 g/100 ml JARABE PEDIATRICO,E.F.30.784
GUAIFENESINA,ROBITUSSIN,100 mg/5 mL JARABE,E.F.11.428
GUAIFENESINA-PSEUDOEFEDRINA,THERAFLUEP,50 mg - 15 mg / 5 mL JARABE,E.F.33.486
HALOPERIDOL,HALOPERIDOL,5 mg/ml SOLUCION INYECTABLE,E.F.G.39.506
HALOPERIDOL,HALOPERIDOL,5 mg/ml SOLUCION INYECTABLE,E.F.G.39.303
HALOPERIDOL,HALOPERIDOL,5 mg/ml SOLUCION INYECTABLE,E.F.G.32.537
HALOPERIDOL,HALOPERIDOL,5 mg/ml SOLUCION INYECTABLE,E.F.G.30.740
HALOPERIDOL,HARIDOL,5 mg TABLETAS,E.F.37.704
HALOPERIDOL,HARIDOL,2 mg COMPRIMIDOS,E.F.36.751
HALOPERIDOL,TIPLAC,2 mg/ml SOLUCION ORAL GOTAS,E.F.34.731
HALOPERIDOL,TIPLAC,10 mg COMPRIMIDOS,E.F.34.207
HALOPERIDOL,TIPLAC,5 mg COMPRIMIDOS,E.F.34.197
HALOPERIDOL,TIPLAC,1 mg COMPRIMIDOS,E.F.34.196
HALOPERIDOL,TIPLAC DEPOT,50 mg / ml SOLUCION INYECTABLE,E.F.34.039
HALOPERIDOL,HALDOL,50 mg/ mL DEPOSITO INYECTABLE,E.F.23.687
HALOPERIDOL,HALDOL,10 mg TABLETAS,E.F.23.189
HALOPERIDOL,HALDOL,2 mg TABLETAS,E.F.18.432
HALOPERIDOL,HALDOL,5 mg TABLETAS,E.F.18.431
HALOPERIDOL,HALDOL,5 mg/ mL SOLUCION INYECTABLE,E.F.18.298
HALOPERIDOL,HALDOL,2 mg/ml SOLUCION GOTAS,E.F.18.147
HEPARINOIDE (ORGANO HEPARINOIDE),HIRUDOID,25.000 UI/100 g POMADA,E.F.8.133
HEPARINOIDE (ORGANO HEPARINOIDE),HIRUDOID,25.000 U.1/100 g GEL,E.F.21.345
HEXACLOROFENO-ORGANO HEPARINOIDE-PREDNISOLONA,PERMUCAL,SUPOSITORIOS,E.F.21.532
HEXACLOROFENO-ORGANO HEPARINOIDE-PREDNISOLONA,PERMUCAL,POMADA,E.F.21.531
HEXETIDINA,ORALDINE,1 mg/ mL SOLUCION,E.F.11.110
HIALURONATO,OFTAFILM,0.4 % SOLUCION OFTALMICA,E.F.39.828
HIALURONATO,LAGRICEL OFTENO,4 mg/ml SOLUCION OFTALMICA,E.F.32.127
HIALURONATO DE SODIO,PROVISC,10 mg/ ml SOLUCION VISCOELASTICA OFTALMICA,E.F.31.157
HIALURONATO DE SODIO,VISCOAT,SOLUCION VISCOELASTICA PARA USO INTRAOCULAR,E.F.27.434
HIDROCLOROTIAZIDA,HIDROCLOROTIAZIDA,12.5 mg COMPRIMIDOS,E.F.G.41.692
HIDROCLOROTIAZIDA,HIDROCLOROTIAZIDA,50 mg TABLETAS,E.F.G.36.607
HIDROCLOROTIAZIDA,HIDROCLOROTIAZIDA,25 mg TABLETA,E.F.G.33.933
HIDROCLOROTIAZIDA,HIDROCLOROTIAZIDA,25 mg TABLETAS,E.F.G.32.957
HIDROCLOROTIAZIDA,DI-EUDRIN,12.5 mg TABLETAS,E.F.24.581
HIDROCLOROTIAZIDA,DI-EUDRIN,25 mg TABLETAS,E.F.10.567
HIDROCLOROTIAZIDA,DI-EUDRIN,50 mg TABLETAS,E.F.10.432
HIDROCORTISONA,HIDROCORTISONA,500 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.G.38.278
HIDROCORTISONA,HIDROCORTISONA,100 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.G.36.691
HIDROCORTISONA,HIDROCORTISONA,100 mg POLVO PARA SOLUCIÓN INYECTABLE,E.F.G.35.229
HIDROCORTISONA,HIDROCORTISONA,500 mg POLVO PARA SOLUCIÓN INYECTABLE,E.F.G.35.225
HIDROCORTISONA,HIDROCORTISONA,100 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.G.34.920
HIDROCORTISONA,HIDROCORTISONA,100 mg POLVO PARA SOLUCION INYECTABLE,E.F.G.34.159
HIDROCORTISONA,HIDROCORTISONA,500 mg POLVO PARA SOLUCION INYECTABLE,E.F.G.32.350
HIDROCORTISONA,HIDROCORTISONA,1 % CREMA,E.F.G.31.952
HIDROCORTISONA,HIDROCORTISONA,100 mg POLVO PARA SOLUCION INYECTABLE,E.F.G.31.698
HIDROCORTISONA,CORTIVID,500 mg POLVO PARA SOLUCION INYECTABLE,E.F.40.144
HIDROCORTISONA,EFFICORT,0.127 % CREMA LIPOFILICA,E.F.39.693
HIDROCORTISONA,FRIDALIT,500 mg POLVO PARA SOLUCION INYECTABLE,E.F.37.930
HIDROCORTISONA,STEROSAN,100 mg POLVO PARA SOLUCIÓN INYECTABLE,E.F.35.731
HIDROCORTISONA,HIDROZONA,500 mg POLVO PARA SOLUCIÓN INYECTABLE,E.F.34.380
HIDROCORTISONA,HIDROZONA,100 mg POLVO PARA SOLUCION INYECTABLE,E.F.34.379
HIDROCORTISONA,FRIDALIT,100 mg POLVO PARA SOLUCION INYECTABLE,E.F.32.887
HIDROCORTISONA,HIDROCORT,100 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.30.604
HIDROCORTISONA,HIDROCORT,500 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.30.540
HIDROCORTISONA,LIOCORT,100 mg POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE,E.F.21.081
HIDROCORTISONA,SOLU-CORTEF,1 g POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.16.315
HIDROCORTISONA,SOLU-CORTEF,500 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.15.445
HIDROCORTISONA,CORT-DOME,CREMA AL 1 %,E.F.12.527
HIDROCORTISONA,CORT DOME,0.5 % LOCION,E.F.12.525
HIDROQUINONA,CLASIFEL,4 % CREMA,E.F.31.632
HIDROQUINONA,PHARQUINON,2 % GEL,E.F.30.849
HIDROQUINONA,PHARQUINON,4 % GEL,E.F.24.487
HIDROQUINONA-ACIDO RETINOICO,BETARRETIN H,5 %-0.05 % CREMA,E.F.36.404
HIDROSMINA,VENULA,200 mg CAPSULAS,E.F.39.724
HIDROSMINA,HYFLON,200 mg CAPSULAS,E.F.30.761
HIDROTALCITA,BAYTALCID,500 mg TABLETAS MASTICABLES,E.F.20.135
HIDROXICINA,HIDROXICINA,25 mg TABLETAS RECUBIERTAS,E.F.G.39.945
HIDROXICLOROQUINA,IMMARD,200 mg TABLETAS RECUBIERTAS,E.F.40.409
HIDROXICLOROQUINA,HYDROQUIN,200 mg TABLETAS,E.F.39.884
HIDROXICLOROQUINA,PLAQUINOL,200 mg TABLETAS RECUBIERTAS,E.F.27.906
HIDROXICOBALAMINA,VITAMINA B12,5 mg / mL SOLUCION INYECTABLE,E.F.G.26.226
HIDROXICOBALAMINA,HIDROFER,100 mcg / ml SOLUCION INYECTABLE,E.F.34.062
HIDROXIDO ALUMINIO/TRISILICATO DE MAGN/HIDROX MAGNESIO/SIMETICONA,TABLOX,TABLETAS MASTICABLES,E.F.34.304
HIDROXIDO DE ALUMINIO,HIDROXIDO DE ALUMINIO,GEL,E.F.G.26.057
HIDROXIDO DE ALUMINIO-HIDROXIDO DE MAGNESIO,MAALOX,400 mg - 400 mg TABLETAS MASTICABLES SIN AZUCAR,E.F.38.037
HIDROXIDO DE ALUMINIO-HIDROXIDO DE MAGNESIO,MAALOX,460 mg - 400 mg / 4.3 mL SUSPENSION,E.F.37.893
HIDROXIDO DE ALUMINIO-HIDROXIDO DE MAGNESIO,ALMAG,SUSPENSION,E.F.12.314
HIDROXIDO DE ALUMINIO-HIDROXIDO DE MAGNESIO,MAALOX,T400 mg - 400 mg TABLETAS MASTICABLES,E.F.10.670
HIDROXIDO DE ALUMINIO-HIDROXIDO DE MAGNESIO,MAALOX,225 mg - 200 mg /5 ml SUSPENSION,E.F.10.537
HIDROXIDO DE ALUMINIO-HIDROXIDO DE MAGNESIO-SIMETICONA,MYLANTA DOS,SUSPENSION SABOR A FRESA,E.F.34.113
HIDROXIDO DE ALUMINIO-HIDROXIDO DE MAGNESIO-SIMETICONA,MAALOX PLUS,TABLETAS MASTICABLES SABOR LIMONCEREZA Y MENTA,E.F.29.967
MENTA Y CEREZA),MAALOX PLUS,SUSPENSION SABOR (LIMON,E.F.29.949
HIDROXIDO DE ALUMINIO-HIDROXIDO DE MAGNESIO-SIMETICONA,DITOSIL,SUSPENSION ORAL,E.F.21.522
HIDROXIDO DE ALUMINIO-OXIDO DE MAGNESIO-DICICLOMINA,DICIGEL,SUSPENSION,E.F.15.764
HIDROXIDO DE ALUMINIO Y MAGNESIO-CARBONATO DE CALCIO-SIMETICONA,DITOSIL PLUS,SUSPENSION,E.F.25.289
HIDROXIDO DE ALUMINIO Y MAGNESIO-CARB DE MAGNES-DIMETICONA,DITOSIL,TABLETAS,E.F.21.855
HIDROXIDO DE ALUMINIO/ MAGNESIO/ CARBONATO DE MAGNESIO/CALCIO,MAALOXREFLUX,SUSPENSION,E.F.37.809
HIDROXIDO DE ALUMINIO/ MAGNESIO/ CARBONATO DE MAGNESIO/CALCIO,DITOSIL PLUS,TABLETAS SABOR MENTA-NARANJA,E.F.25.288
HIDROXIDO DE MAGNESIO,MIL-PAR,6 g/100 ml EMULSION,E.F.6.676
HIDROXIDO DE MAGNESIO,LECHE DE MAGNESIA,8.3 % SUSPENSION SABOR MENTA,E.F.39.820
HIDROXIDO DE MAGNESIO,MAGNESIA SAN PELLEGRINO,85 % GRANULADO PARA SOLUCION ORAL,E.F.32.737
HIDROXIDO DE MAGNESIO,LECHE DE MAGNESIA,8.5 % SUSPENSION SABOR A MENTA,E.F.1.484
HIDROXIETIL ALMIDON,HIDROXIETIL ALMIDON,10 % SOLUCION,E.F.G.29.945
HIDROXIETIL ALMIDON,TETRAHES,6 % SOLUCION INYECTABLE PARA INFUSION,E.F.41.591
HIDROXIETIL ALMIDON,TETRANIR,6 % SOLUCION PARA INFUSION,E.F.41.181
HIDROXIETIL ALMIDON,HESTAR,6 % SOLUCIÓN INYECTABLE PARA INFUSION IV,E.F.40.929
HIDROXIETIL ALMIDON,PENTANIR,6 % SOLUCION PARA INFUSION INTRAVENOSA,E.F.39.824
HIDROXIETIL ALMIDON,HESSICO,6 % SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA,E.F.36.284
HIDROXIETIL ALMIDON,VOLUVEN,6 % SOLUCION PARA INFUSION INTRAVENOSA,E.F.32.795
HIDROXIPROPILMETILCELULOSA,HIDROXIPROPILMETILCELULOSA,0.3 % SOLUCION OFTALMICA ESTERIL,E.F.G.38.760
HIDROXIPROPILMETILCELULOSA,LAGRIOFTOL,0.3 % SOLUCION OFTALMICA,E.F.40.233
HIDROXIPROPILMETILCELULOSA,NICOTEARS,0.3 %-0.1 % SOLUCION OFTALMICA,E.F.40.145
HIDROXIPROPILMETILCELULOSA,GENTEAL,0.3 % GEL OFTALMICO,E.F.33.488
HIDROXIPROPILMETILCELULOSA,GENTEAL,0.3 % SOLUCION OFTALMICA,E.F.32.446
HIDROXIPROPILMETILCELULOSA,GONIOVEN,2 % SOLUCION OFTALMICA,E.F.24.869
HIDROXIUREA,HIDROXIUREA,500 mg CAPSULA,E.F.G.33.675
HIDROXIUREA,HYDREA,500 mg CAPSULAS,E.F.30.793
HIDROXOCOBALAMINA,HIDROFER,1000 mcg / ml SOLUCIÓN INYECTABLE,E.F.35.462
HIERRO,FERROPROTINA,40 mg GRANULADO PARA SOLUCION ORAL,E.F.41.025
HIERRO,BIOFERIC,100 mg / 5 mL SOLUCION INYECTABLE,E.F.38.971
HIERRO,SUCRON,20 mg / mL SOLUCIÓN INYECTABLE INTRAVENOSA,E.F.37.566
HIERRO,GOTAFER,25 mg/ml SOLUCION ORAL EN GOTAS,E.F.32.542
HIERRO,FERINSOL,125 mg/ ml SOLUCION ORAL EN GOTAS,E.F.3.211
HIERRO,VENOFER,100 mg / 5 mL SOLUCION INYECTABLE INTRAVENOSA,E.F.29.938
HIERRO,FERGANIC,20 mg / ml SUSPENSION ORAL EN GOTAS,E.F.27.552
HIERRO,FERGANIC,40 mg CAPSULAS,E.F.27.405
HIERRO,INTAFER,50 mg / 5 mL JARABE,E.F.24.106
HIERRO,INTAFER,100 mg SOLUCION INYECTABLE,E.F.14.611
HIERRO (BISGLICINATO)-ACIDO FOLICO,HERRIKEL,30 mg - 250 mcg / 5 mL SUSPENSION ORAL,E.F.41.430
HIERRO (COMO PROTEINA FERRICA),FISIOFER,40 mg /15 mL JARABE,E.F.40.429
HIERRO (COMPLEJO DE HIERRO MALTOSATO),FERRIUM PLUS,100-mg - 350 mg TABLETAS MASTICABLES,E.F.37.072
HIERRO (COMPLEJO POLIMALTOSATO FERRICO),HIERRO III-COMPLEJO HIDROXI POLIMALTOSO,100 mg / 2 mL SOLUCION INYEC,E.F.G.38.787
HIERRO (COMPLEJO POLIMALTOSATO FERRICO),CIANOFER,50 mg / 5 mL JARABE,E.F.41.416
HIERRO (COMPLEJO POLIMALTOSATO FERRICO)-ACIDO FOLICO,HIERRO POLIMALTOSA (100 mg HIERRO)-ACIDO FOLICO,550 mcg CAPSULAS,E.F.G.38.796
HIERRO (COMPLEJO POLIMALTOSATO FERRICO)-ACIDO FOLICO,FEGEM,100 mg - 350 mcg TABLETAS MASTICABLES,E.F.38.046
HIERRO (COMPLEJO POLIMALTOSATO FERRICO)-ACIDO FOLICO,MALTOFERFOL,50 mg - 5 mg/ml SOLUCION ORAL GOTAS USO PEDIATRICO,E.F.36.413
HIERRO (COMPLEJO POLIMALTOSATO FERRICO)-ÁCIDO FÓLICO,INTAFERFOLMIL,100 mg - 1000 mcg TABLETAS MASTICABLES.,E.F.37.522
HIERRO (HIERRO CARBOXIMALTOSA),FERINJECT,500 mg / 10 mL SOLUCION INYECTABLE,E.F.41.521
HIERRO (HIERRO CARBOXIMALTOSA),INTAFER,100 mg TABLETAS MASTICABLES,E.F.24.107
HIERRO (HIERRO SACAROSA),HIERRO SACAROTA,100 mg/5 ml SOLUCION INYECTABLE I.V.,E.F.G.39.292
HIERRO (HIERRO SACAROSA),HIERRO ELEMENTAL,100 mg / 5 mL HIERRO ELEMENTAL) SOLUCION INYECTABLE,E.F.G.39.291
HIERRO (HIERRO SACAROSA),FERRINEX,100 mg/5 ml SOLUCION INYECTABLE INTRAVENOSA,E.F.36.117
HIERRO (PROTEINA FERRICA),FISIOFER,20 mg/ ml SOLUCION GOTAS,E.F.40.279
HIERRO-ACIDO FOLICO,HERROGYN,80 mg - 1 mg CAPSULAS,E.F.32.408
